countyname,districtname,schoolname,countycode,districtcode,schoolcode,charternumber,elarts_score,enrollment_star_s,math_score,zipcode,freem_frac_s,frpm_frac_s,enrollment_s,ell_frac_s,fep_frac_s,edi_s,re_aian_frac_s,re_asian_frac_s,re_baa_frac_s,re_fil_frac_s,re_hl_frac_s,re_hpi_frac_s,re_tom_frac_s,re_nr_frac_s,re_wht_frac_s,yrcal_s,te_1yr_frac_s,te_2yr_frac_s,te_fte_s,te_avgyr_s,unified_d,enrollment_d,ell_frac_d,fep_frac_d,frpm_frac_d,edi_d,re_aian_frac_d,re_asian_frac_d,re_baa_frac_d,re_fil_frac_d,re_hl_frac_d,re_hpi_frac_d,re_tom_frac_d,re_nr_frac_d,re_wht_frac_d,te_1yr_frac_d,te_2yr_frac_d,te_fte_d,te_salary_high_d,te_salary_low_d,te_salary_avg_d,te_days_d,te_serdays_d,exp_total_d,exp_1000_1999_d,exp_2000_2999_d,exp_3000_3999_d,exp_4000_4999_d,exp_5000_5999_d,exp_6000_6999_d,exp_7000_7999_d,exp_8000_8999_d,expoc_1000_1999_d,expoc_2000_2999_d,expoc_3000_3999_d,expoc_4000_4999_d,expoc_5000_5999_d,rev_total_d,revoc_8010_8099_d,revoc_8100_8299_d,revoc_8300_8599_d,revoc_8600_8799_d,age_frac_1_4_z,age_frac_5_17_z,age_frac_18_24_z,age_frac_25_34_z,age_frac_35_44_z,age_frac_45_54_z,age_frac_55_64_z,age_frac_65_74_z,age_frac_75_older_z,pop_1_older_z,sex_frac_male_z,sex_frac_female_z,ms_frac_never_married_z,ms_frac_now_married_z,ms_frac_now_divorced_z,ms_frac_now_widowed_z,ed_frac_lt_hs_z,ed_frac_hs_z,ed_frac_sc_z,ed_frac_ba_z,ed_frac_grd_z,hs_frac_own_z,hs_frac_rent_z,med_income_z,moved_frac_samecounty_z,moved_frac_difcounty_z,moved_frac_difstate_z,moved_frac_abroad_z,testscore,str_s,str_d,te_tot_fte_rat_s,te_tot_fte_rat_d,ada_enrollment_ratio_d,la_unified_d,sd_unified_d,charter_s
San Bernardino,Chino Valley Unified,Lyle S. Briggs Fundamental,36,67678,6102974,0,375.3999939,795,439.5,91710,0.364399999,0.479999989,977,0.113999993,0.135000005,31,0.003,0.033,0.012999999,0.012,0.698000014,0,0.007,0,0.232999995,0,0,0,34.79999924,17,1,30705,0.141000003,0.175999999,0.447999984,45,0.001,0.113999993,0.034000002,0.044,0.568000019,0.002,0.017000001,0,0.219999999,0.015138772,0.021867115,1157.099976,89709,42844,76599,180,183,7374,4679,875,503,101,27,45,401,647,3822,1101,1361,202,797,7598,5396,537,1107,558,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,814.9000244,28.07471275,26.53616905,1.005747199,1.027568936,0.930695355,0,0,0
Orange,Oxford Prep - S. Orange Co.,Oxford Prep - S. Orange Co.,30,66464,124743,1324,415.8999939,540,470.3999939,91710,0.0207,0.152799994,772,0.018999999,0.054000001,30,0.001,0.083000004,0.01,0.023,0.101999998,0,0.049000002,0,0.731000006,0,0.15384616,0.230769232,25,2,1,53785,0.100000001,0.098000005,0.242000014,41,0.003,0.054000001,0.012999999,0.016000001,0.251000017,0.001,0.056999996,0.003,0.601999998,0.03410776,0.027187346,1947.599976,97766,48312,78827,180,185,7260,4737,721,581,45,0,0,308,643,3626,1104,1549,171,587,7279,5298,354,1454,173,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,886.2999878,30.87999916,27.61604118,1.039999962,1.03871429,0.901868522,0,0,1
San Bernardino,Chino Valley Unified,Rolling Ridge Elementary,36,67678,6108195,0,389.5,398,432.2999878,91710,0.165999994,0.25,536,0.136999995,0.123000003,61,0,0.280000001,0.024,0.093000002,0.368000001,0.004,0.051999997,0,0.17899999,0,0,0,19.39999962,17,1,30705,0.141000003,0.175999999,0.447999984,45,0.001,0.113999993,0.034000002,0.044,0.568000019,0.002,0.017000001,0,0.219999999,0.015138772,0.021867115,1157.099976,89709,42844,76599,180,183,7374,4679,875,503,101,27,45,401,647,3822,1101,1361,202,797,7598,5396,537,1107,558,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,821.7999878,27.6288662,26.53616905,1.082474232,1.027568936,0.930695355,0,0,0
San Bernardino,Chino Valley Unified,Butterfield Ranch Elementary,36,67678,6108666,0,387.3999939,441,453.7000122,91710,0.162400007,0.206400007,591,0.071999997,0.083000004,58,0,0.145999998,0.039000001,0.071000002,0.398000002,0.002,0.041999999,0,0.303000003,0,0,0,19,21,1,30705,0.141000003,0.175999999,0.447999984,45,0.001,0.113999993,0.034000002,0.044,0.568000019,0.002,0.017000001,0,0.219999999,0.015138772,0.021867115,1157.099976,89709,42844,76599,180,183,7374,4679,875,503,101,27,45,401,647,3822,1101,1361,202,797,7598,5396,537,1107,558,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,841.0999756,31.10526276,26.53616905,1.052631617,1.027568936,0.930695355,0,0,0
San Bernardino,Chino Valley Unified,Howard Cattle Elementary,36,67678,6107288,0,361.2999878,543,380.7000122,91710,0.369899988,0.447899997,730,0.121000007,0.075000003,40,0,0.074000001,0.037,0.040999997,0.617999971,0,0.012,0.004,0.214000002,0,0,0,25,19,1,30705,0.141000003,0.175999999,0.447999984,45,0.001,0.113999993,0.034000002,0.044,0.568000019,0.002,0.017000001,0,0.219999999,0.015138772,0.021867115,1157.099976,89709,42844,76599,180,183,7374,4679,875,503,101,27,45,401,647,3822,1101,1361,202,797,7598,5396,537,1107,558,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,742,29.20000076,26.53616905,1,1.027568936,0.930695355,0,0,0
San Bernardino,Chino Valley Unified,Newman Elementary,36,67678,6035570,0,357.5,567,354.8999939,91710,0.620100021,0.726999998,795,0.31400001,0.088,18,0,0.021,0.024,0.006,0.836999953,0.003,0.001,0,0.108000003,0,0,0,29.10000038,18,1,30705,0.141000003,0.175999999,0.447999984,45,0.001,0.113999993,0.034000002,0.044,0.568000019,0.002,0.017000001,0,0.219999999,0.015138772,0.021867115,1157.099976,89709,42844,76599,180,183,7374,4679,875,503,101,27,45,401,647,3822,1101,1361,202,797,7598,5396,537,1107,558,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,712.4000244,27.31958771,26.53616905,1.030927777,1.027568936,0.930695355,0,0,0
San Bernardino,Chino Valley Unified,Gerald F. Litel Elementary,36,67678,6106611,0,392.2999878,380,443.1000061,91710,0.193399996,0.299800009,517,0.118000001,0.098999999,53,0,0.162999988,0.027000001,0.046,0.437000006,0,0.017000001,0,0.310000002,0,0,0,18,19,1,30705,0.141000003,0.175999999,0.447999984,45,0.001,0.113999993,0.034000002,0.044,0.568000019,0.002,0.017000001,0,0.219999999,0.015138772,0.021867115,1157.099976,89709,42844,76599,180,183,7374,4679,875,503,101,27,45,401,647,3822,1101,1361,202,797,7598,5396,537,1107,558,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,835.4000244,28.72222137,26.53616905,1.055555582,1.027568936,0.930695355,0,0,0
San Bernardino,Chino Valley Unified,Glenmeade Elementary,36,67678,6035554,0,348.6000061,401,357,91710,0.532899976,0.621100008,578,0.223999992,0.100000001,34,0,0.037999999,0.018999999,0.029000001,0.680000007,0,0.021,0,0.213,0,0,0,22.10000038,15,1,30705,0.141000003,0.175999999,0.447999984,45,0.001,0.113999993,0.034000002,0.044,0.568000019,0.002,0.017000001,0,0.219999999,0.015138772,0.021867115,1157.099976,89709,42844,76599,180,183,7374,4679,875,503,101,27,45,401,647,3822,1101,1361,202,797,7598,5396,537,1107,558,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,705.5999756,26.15384483,26.53616905,1.04072392,1.027568936,0.930695355,0,0,0
San Bernardino,Chino Valley Unified,Hidden Trails Elementary,36,67678,6112833,0,363.2999878,377,408.1000061,91710,0.128399998,0.181099996,475,0.175999999,0.153999999,61,0,0.342999995,0.035999998,0.075999998,0.298999995,0.002,0.029999999,0,0.215000004,0,0,0,18.5,18,1,30705,0.141000003,0.175999999,0.447999984,45,0.001,0.113999993,0.034000002,0.044,0.568000019,0.002,0.017000001,0,0.219999999,0.015138772,0.021867115,1157.099976,89709,42844,76599,180,183,7374,4679,875,503,101,27,45,401,647,3822,1101,1361,202,797,7598,5396,537,1107,558,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,771.4000244,25.67567635,26.53616905,1.027027011,1.027568936,0.930695355,0,0,0
San Bernardino,Chino Valley Unified,Cal Aero Preserve Academy,36,67678,120329,0,398.8999939,763,440.8999939,91710,0.2359,0.305799991,958,0.085000001,0.122000001,60,0,0.192000002,0.053000003,0.086000003,0.382999986,0.003,0.017000001,0,0.266000003,0,0,0.052631579,36.20000076,14,1,30705,0.141000003,0.175999999,0.447999984,45,0.001,0.113999993,0.034000002,0.044,0.568000019,0.002,0.017000001,0,0.219999999,0.015138772,0.021867115,1157.099976,89709,42844,76599,180,183,7374,4679,875,503,101,27,45,401,647,3822,1101,1361,202,797,7598,5396,537,1107,558,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,839.7999878,26.46408844,26.53616905,1.049723744,1.027568936,0.930695355,0,0,0
San Bernardino,Chino Valley Unified,Eagle Canyon Elementary,36,67678,6106629,0,390.1000061,426,453.7999878,91710,0.28549999,0.369500011,571,0.098999999,0.101999998,54,0,0.172999993,0.046,0.044,0.465999991,0.005,0.029999999,0,0.236000001,0,0,0,21.10000038,19,1,30705,0.141000003,0.175999999,0.447999984,45,0.001,0.113999993,0.034000002,0.044,0.568000019,0.002,0.017000001,0,0.219999999,0.015138772,0.021867115,1157.099976,89709,42844,76599,180,183,7374,4679,875,503,101,27,45,401,647,3822,1101,1361,202,797,7598,5396,537,1107,558,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,843.9000244,27.06161118,26.53616905,1.042654037,1.027568936,0.930695355,0,0,0
San Bernardino,Chino Valley Unified,Country Springs Elementary,36,67678,6111710,0,411.6000061,432,472.8999939,91710,0.097900003,0.151199996,562,0.119999997,0.173999995,58,0,0.404000014,0.016000001,0.108999997,0.239999995,0.002,0.007,0,0.222000003,0,0,0.03846154,22.20000076,19,1,30705,0.141000003,0.175999999,0.447999984,45,0.001,0.113999993,0.034000002,0.044,0.568000019,0.002,0.017000001,0,0.219999999,0.015138772,0.021867115,1157.099976,89709,42844,76599,180,183,7374,4679,875,503,101,27,45,401,647,3822,1101,1361,202,797,7598,5396,537,1107,558,0.055085383,0.185362309,0.110709101,0.160185784,0.154163957,0.147854179,0.10263408,0.051367119,0.032638088,79876,0.524099827,0.475900143,0.34355846,0.499595553,0.112403944,0.044442024,0.214926586,0.25643006,0.323364258,0.151812762,0.053466339,0.739218354,0.260781616,27577,0.081999995,0.104999997,0.007,0.004,884.5,25.31531525,26.53616905,1.171171188,1.027568936,0.930695355,0,0,0
Los Angeles,Claremont Unified,Condit Elementary,19,64394,6012165,0,404.2000122,465,446.6000061,91711,0.225500003,0.3037,652,0.048,0.071999997,54,0.003,0.123999998,0.034000002,0.006,0.277999997,0.002,0.086000003,0.027999999,0.439999998,0,0.037037037,0,26.10000038,14,1,7018,0.049000002,0.118999995,0.386999995,53,0.003,0.091000006,0.064999998,0.012999999,0.375,0.002,0.046,0.033,0.372999996,0.023411371,0.013377926,298.5,90492,44588,69745,181,181,8496,4646,1108,917,99,0,0,584,717,4004,1301,1546,275,956,8502,5312,347,1337,1506,0.036203027,0.159899041,0.183006167,0.086735837,0.111413345,0.131463826,0.131744251,0.080566458,0.078968033,35660,0.475378573,0.524621427,0.386419356,0.472408086,0.09135475,0.049817819,0.070547849,0.107221894,0.248362765,0.263086587,0.310780913,0.686307907,0.313692063,30682,0.072999999,0.064000003,0.025,0.01,850.8000488,24.98084259,23.51088715,1.034482718,1.00167501,0.960102618,0,0,0
Los Angeles,Claremont Unified,Sycamore Elementary,19,64394,6012215,0,400.2000122,277,425.5,91711,0.121399999,0.158299997,379,0.066,0.055,40,0.008,0.083999999,0.024,0.003,0.172000006,0.003,0.063000001,0.032000002,0.611999989,0,0,0,21,15,1,7018,0.049000002,0.118999995,0.386999995,53,0.003,0.091000006,0.064999998,0.012999999,0.375,0.002,0.046,0.033,0.372999996,0.023411371,0.013377926,298.5,90492,44588,69745,181,181,8496,4646,1108,917,99,0,0,584,717,4004,1301,1546,275,956,8502,5312,347,1337,1506,0.036203027,0.159899041,0.183006167,0.086735837,0.111413345,0.131463826,0.131744251,0.080566458,0.078968033,35660,0.475378573,0.524621427,0.386419356,0.472408086,0.09135475,0.049817819,0.070547849,0.107221894,0.248362765,0.263086587,0.310780913,0.686307907,0.313692063,30682,0.072999999,0.064000003,0.025,0.01,825.7000122,18.04761887,23.51088715,1,1.00167501,0.960102618,0,0,0
Los Angeles,Claremont Unified,Oakmont Elementary,19,64394,6012199,0,385.8999939,190,435.7000122,91711,0.523800015,0.666700006,273,0.096000001,0.094999999,47,0,0.055,0.106000006,0.007,0.541999996,0,0.059,0.015,0.216000006,0,0.15384616,0,11.10000038,12,1,7018,0.049000002,0.118999995,0.386999995,53,0.003,0.091000006,0.064999998,0.012999999,0.375,0.002,0.046,0.033,0.372999996,0.023411371,0.013377926,298.5,90492,44588,69745,181,181,8496,4646,1108,917,99,0,0,584,717,4004,1301,1546,275,956,8502,5312,347,1337,1506,0.036203027,0.159899041,0.183006167,0.086735837,0.111413345,0.131463826,0.131744251,0.080566458,0.078968033,35660,0.475378573,0.524621427,0.386419356,0.472408086,0.09135475,0.049817819,0.070547849,0.107221894,0.248362765,0.263086587,0.310780913,0.686307907,0.313692063,30682,0.072999999,0.064000003,0.025,0.01,821.5999756,24.59459305,23.51088715,1.171171188,1.00167501,0.960102618,0,0,0
Los Angeles,Claremont Unified,Vista del Valle Elemen.,19,64394,6012223,0,382.2999878,203,450.3999939,91711,0.634199977,0.832199991,298,0.148999989,0.123999998,36,0,0.074000001,0.101000004,0.007,0.654000044,0,0.02,0.02,0.123999998,0,0,0,13.60000038,12,1,7018,0.049000002,0.118999995,0.386999995,53,0.003,0.091000006,0.064999998,0.012999999,0.375,0.002,0.046,0.033,0.372999996,0.023411371,0.013377926,298.5,90492,44588,69745,181,181,8496,4646,1108,917,99,0,0,584,717,4004,1301,1546,275,956,8502,5312,347,1337,1506,0.036203027,0.159899041,0.183006167,0.086735837,0.111413345,0.131463826,0.131744251,0.080566458,0.078968033,35660,0.475378573,0.524621427,0.386419356,0.472408086,0.09135475,0.049817819,0.070547849,0.107221894,0.248362765,0.263086587,0.310780913,0.686307907,0.313692063,30682,0.072999999,0.064000003,0.025,0.01,832.6999512,21.91176414,23.51088715,1.102941155,1.00167501,0.960102618,0,0,0
Los Angeles,Claremont Unified,Sumner Elementary,19,64394,6012207,0,382,428,390,91711,0.400999993,0.479499996,586,0.086999997,0.067000002,51,0.003,0.034000002,0.085000001,0.018999999,0.410999984,0.002,0.053000003,0.037999999,0.354999989,0,0,0,24.10000038,16,1,7018,0.049000002,0.118999995,0.386999995,53,0.003,0.091000006,0.064999998,0.012999999,0.375,0.002,0.046,0.033,0.372999996,0.023411371,0.013377926,298.5,90492,44588,69745,181,181,8496,4646,1108,917,99,0,0,584,717,4004,1301,1546,275,956,8502,5312,347,1337,1506,0.036203027,0.159899041,0.183006167,0.086735837,0.111413345,0.131463826,0.131744251,0.080566458,0.078968033,35660,0.475378573,0.524621427,0.386419356,0.472408086,0.09135475,0.049817819,0.070547849,0.107221894,0.248362765,0.263086587,0.310780913,0.686307907,0.313692063,30682,0.072999999,0.064000003,0.025,0.01,772,24.31535149,23.51088715,1.037344337,1.00167501,0.960102618,0,0,0
Los Angeles,Covina-Valley Unified,Ben Lomond Elementary,19,64436,6012447,0,362.1000061,337,363.2999878,91722,0.646799982,0.769800007,504,0.231000006,0.083000004,28,0.006,0.024,0.059999999,0.039999999,0.744000018,0.002,0.01,0,0.115000002,0,0,0,23.10000038,15,1,12980,0.109999999,0.207000002,0.653000057,27,0.003,0.053000003,0.035,0.029000001,0.756999969,0.004,0.006,0.001,0.113000005,0.006920415,0.006920415,550,84162,40950,73346,180,183,8910,5320,989,465,0,1,0,623,965,4219,1320,1596,283,926,9007,5444,507,2519,537,0.056596734,0.185403094,0.111557558,0.140688226,0.145911664,0.161208853,0.101943001,0.058404844,0.038286027,34843,0.493499398,0.506500602,0.357675105,0.482080758,0.116173446,0.044070683,0.202317521,0.283386618,0.338927358,0.122802347,0.052566152,0.697867453,0.302132577,28410,0.093999997,0.015,0.005,0.004,725.4000244,21.81818199,23.60000038,1.125541091,1.050909042,0.967257321,0,0,0
Los Angeles,Covina-Valley Unified,Merwin Elementary,19,64436,6012553,0,374.7999878,269,384.5,91722,0.665899992,0.808700025,413,0.227999985,0.143000007,12,0,0.005,0.017000001,0.024,0.898000002,0.002,0.007,0,0.046,0,0,0,20.60000038,12,1,12980,0.109999999,0.207000002,0.653000057,27,0.003,0.053000003,0.035,0.029000001,0.756999969,0.004,0.006,0.001,0.113000005,0.006920415,0.006920415,550,84162,40950,73346,180,183,8910,5320,989,465,0,1,0,623,965,4219,1320,1596,283,926,9007,5444,507,2519,537,0.056596734,0.185403094,0.111557558,0.140688226,0.145911664,0.161208853,0.101943001,0.058404844,0.038286027,34843,0.493499398,0.506500602,0.357675105,0.482080758,0.116173446,0.044070683,0.202317521,0.283386618,0.338927358,0.122802347,0.052566152,0.697867453,0.302132577,28410,0.093999997,0.015,0.005,0.004,759.2999878,20.04854393,23.60000038,1.067961097,1.050909042,0.967257321,0,0,0
Los Angeles,Covina-Valley Unified,Lark Ellen Elementary,19,64436,6012520,0,363.2999878,294,375.5,91722,0.687399983,0.823400021,419,0.223999992,0.159999996,17,0.014,0.035999998,0.018999999,0.014,0.850000024,0.005,0.014,0,0.048,0,0,0,20.5,11,1,12980,0.109999999,0.207000002,0.653000057,27,0.003,0.053000003,0.035,0.029000001,0.756999969,0.004,0.006,0.001,0.113000005,0.006920415,0.006920415,550,84162,40950,73346,180,183,8910,5320,989,465,0,1,0,623,965,4219,1320,1596,283,926,9007,5444,507,2519,537,0.056596734,0.185403094,0.111557558,0.140688226,0.145911664,0.161208853,0.101943001,0.058404844,0.038286027,34843,0.493499398,0.506500602,0.357675105,0.482080758,0.116173446,0.044070683,0.202317521,0.283386618,0.338927358,0.122802347,0.052566152,0.697867453,0.302132577,28410,0.093999997,0.015,0.005,0.004,738.7999878,20.43902397,23.60000038,1.073170781,1.050909042,0.967257321,0,0,0
Los Angeles,Covina-Valley Unified,Manzanita Elementary,19,64436,6012546,0,340.1000061,216,315.7000122,91722,0.719600022,0.831799984,321,0.319999993,0.106000006,15,0,0.016000001,0.025,0.016000001,0.865999997,0,0.003,0,0.075000003,0,0,0.06666667,13.80000019,11,1,12980,0.109999999,0.207000002,0.653000057,27,0.003,0.053000003,0.035,0.029000001,0.756999969,0.004,0.006,0.001,0.113000005,0.006920415,0.006920415,550,84162,40950,73346,180,183,8910,5320,989,465,0,1,0,623,965,4219,1320,1596,283,926,9007,5444,507,2519,537,0.056596734,0.185403094,0.111557558,0.140688226,0.145911664,0.161208853,0.101943001,0.058404844,0.038286027,34843,0.493499398,0.506500602,0.357675105,0.482080758,0.116173446,0.044070683,0.202317521,0.283386618,0.338927358,0.122802347,0.052566152,0.697867453,0.302132577,28410,0.093999997,0.015,0.005,0.004,655.8000488,23.26086998,23.60000038,1.086956501,1.050909042,0.967257321,0,0,0
Los Angeles,Covina-Valley Unified,Workman Avenue Elementary,19,64436,6012645,0,351.5,355,377.5,91723,0.574100018,0.716700017,540,0.216000006,0.156000003,26,0.004,0.050000001,0.035,0.037,0.769999981,0,0.02,0,0.083000004,0,0.03846154,0,22.39999962,11,1,12980,0.109999999,0.207000002,0.653000057,27,0.003,0.053000003,0.035,0.029000001,0.756999969,0.004,0.006,0.001,0.113000005,0.006920415,0.006920415,550,84162,40950,73346,180,183,8910,5320,989,465,0,1,0,623,965,4219,1320,1596,283,926,9007,5444,507,2519,537,0.057180129,0.194477662,0.106913798,0.16061528,0.130720735,0.147081211,0.111479506,0.034840744,0.056690946,18398,0.467061639,0.532938361,0.386822224,0.407755673,0.149759784,0.055662319,0.136937544,0.258706897,0.379628837,0.164647058,0.060079653,0.507736683,0.492263317,27725,0.118000001,0.025,0.003,0.003,729,24.1071434,23.60000038,1.160714269,1.050909042,0.967257321,0,0,0
Los Angeles,Covina-Valley Unified,Mesa Elementary,19,64436,6012561,0,377.5,418,424.5,91723,0.326200008,0.416399986,610,0.094999999,0.088999994,41,0.002,0.129999995,0.035999998,0.023,0.615999997,0.003,0,0,0.189999998,0,0,0,29.39999962,13,1,12980,0.109999999,0.207000002,0.653000057,27,0.003,0.053000003,0.035,0.029000001,0.756999969,0.004,0.006,0.001,0.113000005,0.006920415,0.006920415,550,84162,40950,73346,180,183,8910,5320,989,465,0,1,0,623,965,4219,1320,1596,283,926,9007,5444,507,2519,537,0.057180129,0.194477662,0.106913798,0.16061528,0.130720735,0.147081211,0.111479506,0.034840744,0.056690946,18398,0.467061639,0.532938361,0.386822224,0.407755673,0.149759784,0.055662319,0.136937544,0.258706897,0.379628837,0.164647058,0.060079653,0.507736683,0.492263317,27725,0.118000001,0.025,0.003,0.003,802,20.74829865,23.60000038,1.020408154,1.050909042,0.967257321,0,0,0
Los Angeles,Covina-Valley Unified,Barranca Elementary,19,64436,6012439,0,377.7000122,408,409.7000122,91723,0.504599988,0.65170002,646,0.123000003,0.098999999,29,0,0.045000002,0.041999999,0.023,0.728000045,0.002,0.008,0.003,0.150000006,0,0,0,28,13,1,12980,0.109999999,0.207000002,0.653000057,27,0.003,0.053000003,0.035,0.029000001,0.756999969,0.004,0.006,0.001,0.113000005,0.006920415,0.006920415,550,84162,40950,73346,180,183,8910,5320,989,465,0,1,0,623,965,4219,1320,1596,283,926,9007,5444,507,2519,537,0.057180129,0.194477662,0.106913798,0.16061528,0.130720735,0.147081211,0.111479506,0.034840744,0.056690946,18398,0.467061639,0.532938361,0.386822224,0.407755673,0.149759784,0.055662319,0.136937544,0.258706897,0.379628837,0.164647058,0.060079653,0.507736683,0.492263317,27725,0.118000001,0.025,0.003,0.003,787.4000244,23.0714283,23.60000038,1,1.050909042,0.967257321,0,0,0
Los Angeles,Covina-Valley Unified,Cypress Elementary,19,64436,6012470,0,346.2999878,418,345.3999939,91723,0.610800028,0.753199995,632,0.19600001,0.092,23,0.002,0.022,0.044,0.027000001,0.790000021,0,0.008,0,0.108000003,0,0,0,31,14,1,12980,0.109999999,0.207000002,0.653000057,27,0.003,0.053000003,0.035,0.029000001,0.756999969,0.004,0.006,0.001,0.113000005,0.006920415,0.006920415,550,84162,40950,73346,180,183,8910,5320,989,465,0,1,0,623,965,4219,1320,1596,283,926,9007,5444,507,2519,537,0.057180129,0.194477662,0.106913798,0.16061528,0.130720735,0.147081211,0.111479506,0.034840744,0.056690946,18398,0.467061639,0.532938361,0.386822224,0.407755673,0.149759784,0.055662319,0.136937544,0.258706897,0.379628837,0.164647058,0.060079653,0.507736683,0.492263317,27725,0.118000001,0.025,0.003,0.003,691.6999512,20.38709641,23.60000038,1,1.050909042,0.967257321,0,0,0
Los Angeles,Charter Oak Unified,Badillo Elementary,19,64378,6012041,0,365.2999878,323,387.5,91724,0.574000001,0.662,500,0.145999998,0.100000001,31,0.006,0.035999998,0.012,0.02,0.699999988,0.002,0.008,0,0.216000006,0,0,0,20,15,1,5544,0.072999999,0.169,0.540000021,41,0.007,0.044,0.033,0.021,0.606000006,0.005,0.034000002,0,0.25,0.02293578,0.004587156,208.8000031,85223,38495,75261,180,184,8682,5050,759,621,27,55,0,535,930,3816,1282,1769,197,940,7974,5523,365,1246,840,0.051171668,0.199935019,0.09608902,0.129066318,0.121390566,0.160053611,0.11623279,0.066076435,0.059984569,24623,0.49445641,0.50554359,0.311785132,0.511897445,0.118157677,0.058159724,0.118701011,0.235784501,0.371904939,0.189436361,0.084173203,0.736908972,0.263091058,34571,0.079000004,0.025,0.001,0.002,752.7999878,25,26.55172348,1.049999952,1.044061303,0.970418453,0,0,0
Los Angeles,Charter Oak Unified,Cedargrove Elementary,19,64378,6012066,0,366.3999939,648,402.6000061,91724,0.497099996,0.602500021,873,0.123000003,0.141000003,41,0.005,0.046999998,0.041999999,0.025999999,0.619000018,0.003,0.053000003,0,0.204999998,0,0,0,32,16,1,5544,0.072999999,0.169,0.540000021,41,0.007,0.044,0.033,0.021,0.606000006,0.005,0.034000002,0,0.25,0.02293578,0.004587156,208.8000031,85223,38495,75261,180,184,8682,5050,759,621,27,55,0,535,930,3816,1282,1769,197,940,7974,5523,365,1246,840,0.051171668,0.199935019,0.09608902,0.129066318,0.121390566,0.160053611,0.11623279,0.066076435,0.059984569,24623,0.49445641,0.50554359,0.311785132,0.511897445,0.118157677,0.058159724,0.118701011,0.235784501,0.371904939,0.189436361,0.084173203,0.736908972,0.263091058,34571,0.079000004,0.025,0.001,0.002,769,27.28125,26.55172348,1,1.044061303,0.970418453,0,0,0
